Distance_(pixels),Gray_Value
1073,14.1154
1074,13.4551
1075,12.8013
1076,11.9679
1077,11.3141
1078,10.7372
1079,10.4808
1080,10.0321
1081,9.5897
1082,8.9487
1083,8.6154
1084,8.1731
1085,7.8782
1086,7.6090
1087,7.2885
1088,7.0064
1089,6.7179
1090,6.5641
1091,6.3462
1092,6.1218
1093,5.8590
1094,5.5897
1095,5.6603
1096,5.3718
1097,5.3782
1098,5.1026
1099,4.9936
1100,4.8462
1101,4.7051
1102,4.6603
1103,4.4679
1104,4.4103
1105,4.3974
1106,4.2885
1107,4.1987
1108,4.2436
1109,4.1218
1110,4.0769
1111,4.0128
1112,3.8654
1113,3.8526
1114,3.8782
1115,3.8077
1116,3.7372
1117,3.8782
1118,3.7244
1119,3.6795
1120,3.7115
1121,3.6795
1122,3.7115
1123,3.6538
1124,3.4423
1125,3.4936
1126,3.5897
1127,3.4295
1128,3.4423
1129,3.5513
1130,3.4936
1131,3.5192
1132,3.4615
1133,3.5577
1134,3.5385
1135,3.5705
1136,3.5962
1137,3.6090
1138,3.5641
1139,3.6154
1140,3.5833
1141,3.6026
1142,3.6154
1143,3.6218
1144,3.7051
1145,3.6731
1146,3.6923
1147,3.6923
1148,3.7372
1149,3.8013
1150,3.8846
1151,3.8782
1152,3.9551
1153,3.9744
1154,4.0769
1155,4.0705
1156,4.0449
1157,4.2628
1158,4.2244
1159,4.3333
1160,4.3974
1161,4.4872
1162,4.4808
1163,4.6346
1164,4.7051
1165,4.8013
1166,4.9551
1167,4.9744
1168,5.0962
1169,5.1090
1170,5.2051
1171,5.4551
1172,5.4103
1173,5.6410
1174,5.7115
1175,5.9487
1176,6.0577
1177,6.2308
1178,6.2756
1179,6.5449
1180,6.7500
1181,6.9167
1182,7.1795
1183,7.2628
1184,7.4679
1185,7.7821
1186,7.9615
1187,8.1346
1188,8.5192
1189,8.8397
1190,9.0321
1191,9.4744
1192,9.7885
1193,10.1538
1194,10.5064
1195,10.9679
1196,11.3269
1197,11.7179
1198,12.1410
1199,12.7885
1200,13.1410
1201,13.6987
1202,14.3718
1203,14.9103
1204,15.5256
1205,16.1731
1206,16.8077
1207,17.5000
1208,18.2244
1209,18.7372
1210,19.5449
1211,20.5449
1212,21.3077
1213,21.8205
1214,22.7115
1215,23.4551
1216,24.2692
1217,24.7115
1218,25.6154
1219,26.1090
1220,26.6795
1221,27.1859
1222,27.5641
1223,28.1026
1224,28.0321
1225,28.6987
1226,28.9295
1227,28.7885
1228,28.6987
1229,28.8846
1230,28.8269
1231,28.6218
1232,28.5256
1233,28.1667
1234,27.9679
1235,27.4167
1236,27.0385
1237,26.6987
1238,26.3141
1239,25.9038
1240,25.8718
1241,25.6474
1242,25.6667
1243,25.3590
1244,25.4423
1245,25.2372
1246,25.2308
1247,25.4744
1248,25.7115
1249,26.0385
1250,26.3846
1251,26.5064
1252,26.8205
1253,26.9936
1254,27.2564
1255,27.2372
1256,27.4423
1257,27.7051
1258,27.7564
1259,27.9679
1260,27.6987
1261,27.6538
1262,27.3974
1263,27.0449
1264,26.6474
1265,26.1474
1266,25.7885
1267,25.0256
1268,24.2564
1269,23.6987
1270,22.8526
1271,21.9167
1272,21.0962
1273,20.2179
1274,19.2885
1275,18.2821
1276,17.4231
1277,16.6538
1278,15.7885
1279,14.8654
1280,14.3974
1281,13.6218
1282,12.8782
1283,12.5449
1284,11.8590
1285,11.2115
1286,10.9038
1287,10.3718
1288,9.8782
1289,9.6795
1290,9.2051
1291,8.9231
1292,8.5641
1293,8.3654
1294,7.9808
1295,7.7564
1296,7.4551
1297,7.2564
1298,7.0064
1299,6.8462
1300,6.6410
1301,6.4359
1302,6.2885
1303,6.1667
1304,6.0321
1305,5.8333
1306,5.7244
1307,5.7051
1308,5.6090
1309,5.4936
1310,5.4167
1311,5.3269
1312,5.1603
1313,5.0962
1314,5.0833
1315,4.9487
1316,4.8269
1317,4.8974
1318,4.8397
1319,4.7308
1320,4.7051
1321,4.6731
1322,4.6090
1323,4.5256
1324,4.5064
1325,4.5000
1326,4.3397
1327,4.4679
1328,4.3846
1329,4.2756
1330,4.3782
1331,4.3397
1332,4.2372
1333,4.3205
1334,4.2564
1335,4.2244
1336,4.2756
1337,4.3013
1338,4.2885
1339,4.3397
1340,4.2115
1341,4.2885
1342,4.2756
1343,4.3397
1344,4.4167
1345,4.3397
1346,4.3846
1347,4.4295
1348,4.3397
1349,4.4423
1350,4.5064
1351,4.5513
1352,4.5833
1353,4.6218
1354,4.5385
1355,4.6218
1356,4.7628
1357,4.8333
1358,4.8846
1359,4.8718
1360,5.0256
1361,4.9295
1362,5.1154
1363,5.1346
1364,5.2179
1365,5.3141
1366,5.4295
1367,5.4679
1368,5.5962
1369,5.6667
1370,5.8782
1371,5.9423
1372,6.0833
1373,6.1923
1374,6.3077
1375,6.5128
1376,6.5000
1377,6.7564
1378,6.8141
1379,7.1218
1380,7.2564
1381,7.5962
1382,7.7436
1383,7.8846
1384,8.0705
1385,8.2436
1386,8.5064
1387,8.8462
1388,9.0321
1389,9.3141
1390,9.5897
1391,9.8718
1392,10.2756
1393,10.6667
1394,11.0833
1395,11.5321
1396,11.6731
1397,12.3654
1398,12.6282
1399,13.3205
1400,13.7051
1401,14.3269
1402,14.8397
1403,15.4808
1404,16.2436
1405,16.7885
1406,17.4551
1407,18.2949
1408,19.1859
1409,19.6795
